t,angle,iteration,phase angle
7.67858,91,800,6665.30325
7.6908,91,801,6675.77774
7.6989,91,802,6682.72074
7.71132,91,803,6693.36666
7.71948,91,804,6700.36109
7.73184,89,805,6710.95559
7.73987,82,806,6717.83858
7.75218,77,808,6728.39022
7.76048,71,809,6735.50465
7.7728,66,810,6746.06486
7.78086,60,811,6752.97357
7.793,54,812,6763.37949
7.80139,49,813,6770.57107
7.81376,43,815,6781.17414
7.82127,38,816,6787.61141
7.834,32,817,6798.52305
7.84234,26,818,6805.67177
7.85463,20,819,6816.20626
7.86284,15,820,6823.24355
7.87507,9,822,6833.72661
7.88333,3,823,6840.80676
7.89519,1,824,6850.97267
7.90317,3,825,6857.81281
7.91606,8,826,6868.8616
7.92362,13,827,6875.34173
7.9367,19,828,6886.55339
7.94476,24,829,6893.4621
7.95707,30,830,6904.01373
7.96929,35,831,6914.48823
7.97715,41,832,6921.22551
7.98981,46,833,6932.07715
7.99821,52,834,6939.2773
8.0103,57,835,6949.64036
8.01851,63,836,6956.67765
8.03051,68,838,6966.96357
8.03898,74,839,6974.22371
8.05073,79,840,6984.29534
8.05871,85,841,6991.13548
8.0707,90,842,7001.41283
8.07965,91,843,7009.08441
8.09166,91,844,7019.3789
8.09964,91,845,7026.21904
8.1116,91,846,7036.47067
8.12055,91,847,7044.14225
8.13255,91,848,7054.42817
8.14049,91,849,7061.23402
8.15246,87,850,7071.49423
8.16143,81,851,7079.18295
8.17343,76,852,7089.46887
8.18142,70,853,7096.31758
8.19435,65,854,7107.40066
8.20232,59,855,7114.23222
8.21429,53,856,7124.49243
8.22227,48,857,7131.33257
8.23524,42,858,7142.44993
8.24326,36,859,7149.32436
8.25522,31,860,7159.57599
8.2632,25,861,7166.41613
8.27617,19,862,7177.53349
8.28415,13,863,7184.37363
8.29612,8,864,7194.63383
8.30409,2,865,7201.4654
8.31706,1,866,7212.58276
8.32504,4,867,7219.4229
8.33695,9,868,7229.63168
8.3459,14,869,7237.30326
8.35788,19,871,7247.57203
8.36589,25,872,7254.43789
8.37782,30,873,7264.6638
8.38679,36,874,7272.35253
8.39876,41,875,7282.61274
8.40674,47,876,7289.45287
8.41971,52,878,7300.57024
8.42773,58,879,7307.44466
8.43969,63,880,7317.69629
8.44767,69,881,7324.53643
8.4606,74,882,7335.61951
8.4686,80,883,7342.47679
8.48058,85,885,7352.74557
8.48856,91,886,7359.5857
8.5015,91,887,7370.67735
8.50951,91,888,7377.54321
8.52148,91,889,7387.80341
8.52945,91,890,7394.63498
8.54239,91,892,7405.72663
8.55036,91,893,7412.55819
8.56233,91,894,7422.8184
8.57429,86,895,7433.07003
8.58331,81,896,7440.80161
8.59528,75,897,7451.06182
8.60345,69,898,7458.06482
8.61562,64,899,7468.49645
8.6236,58,900,7475.33659
8.63659,53,901,7486.4711
8.64458,47,902,7493.31981
8.65655,41,903,7503.58001
8.66449,35,904,7510.38586
8.67746,30,905,7521.50323
8.68543,24,906,7528.33479
8.69749,19,907,7538.67214
8.70647,13,908,7546.36944
8.71844,7,909,7556.62964
8.72641,2,910,7563.46121
8.73838,0,911,7573.72141
8.74636,5,912,7580.56155
8.75965,9,913,7591.95321
8.76791,14,914,7599.03335
8.7802,20,915,7609.56785
8.78838,25,916,7616.57941
8.80066,31,917,7627.10534
